Name,Cost,Cost per Click,Leads,Cost per Lead,New Leads,Cost per New Lead,Calls,Cost per Call,Stage: Incoming Call,cost per incoming call,Stage: Connected Call,cost per connected call,Sales,Cost per Sale,Revenue,ROAS,Profit,Ad Set ID,Category ID,Account ID
SC51_Early26Pricing | SV24_TruckBackNY | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,100.10,6.67,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-100.10,120242668201460350,120235716942630350,1400488071021805
SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025 - Copy,4.73,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-4.73,120242670974250350,120242670974220350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 1-11-2026,191.48,5.63,6,31.91,5,38.30,2,95.74,-,0,2,95.74,0,0,0,0,-191.48,120242670974250350,120242670974220350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK14_Moving2Bedrooms | CB7_MovingA2Bedroom | 2-2-2026,277.45,2.46,7,39.64,7,39.64,3,92.48,-,0,1,277.45,0,0,0,0,-277.45,120243433638280350,120235716942630350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 1-11-2026,58.54,11.71,1,58.54,1,58.54,0,0,-,0,-,0,0,0,0,0,-58.54,120242670974250350,120242670974220350,1400488071021805
SC52_NYNewSavings | SV24_TruckBackNY | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,61.79,1.93,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-61.79,120242668201460350,120235716942630350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK3_StressFreeLongDistance | CB2_StressFree | 1-11-2026,34.53,11.51,1,34.53,1,34.53,0,0,-,0,-,0,0,0,0,0,-34.53,120242670974250350,120242670974220350,1400488071021805
3BR Customer Relief - Offer Lead 1 - CIDWQV6338 | CB7_MovingA2Bedroom | 02-23-2026,80.16,7.29,1,80.16,1,80.16,0,0,-,0,-,0,0,0,0,0,-80.16,120244295994240350,120244295994470350,1400488071021805
VHK18_Moving-LetusHelp | VB1_NoBody | VV5_TruckAcrossUSSantaHat | CHK5_HolidayMoves$1597 | CB4_HolidayDirect | 1-11-2026,13.29,0.38,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-13.29,120242670974250350,120242670974220350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 2-4-2026,71.30,0.18,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-71.30,120243576756120350,120243576756130350,1400488071021805
SC1_LongDistance1597 | SV2_TruckSide2 | CHK4_WeGotYouCovered | CB2_StressFree | 1-11-2026,222.18,9.66,7,31.74,5,44.44,1,222.18,-,0,1,222.18,0,0,0,0,-222.18,120242670974250350,120242670974220350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK14_Moving2Bedrooms | CB7_MovingA2Bedroom | 2-2-2026,40.61,13.54,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-40.61,120243433638280350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026,174.49,0.23,1,174.49,1,174.49,1,174.49,1,174.49,-,0,0,0,0,0,-174.49,120243576756120350,120243576756130350,1400488071021805
SC50_NYNewPricing | SV24_TruckBackNY | CHK1_SaveUpTo50 | CB1_Savings | 01-11-2026,46.02,3.83,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-46.02,120242668201460350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 1-11-2026,109.19,6.82,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-109.19,120242670974250350,120242670974220350,1400488071021805
3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026,1.22,1.22,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.22,120244295527090350,120244295527190350,1400488071021805
3-Step Process - Proclamation Lead 1 - CID9P1A5SA | CB7_MovingA2Bedroom | 03-03-2026,34.04,0,1,34.04,1,34.04,0,0,-,0,-,0,0,0,0,0,-34.04,120244824240280350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK25_WhatFamiliesSay | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,581.89,7.76,8,72.74,7,83.13,5,116.38,1,581.89,-,0,0,0,0,0,-581.89,120244621374900350,120244621144460350,1400488071021805
3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026,1.32,0.66,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.32,120244295994250350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026,16.31,5.44,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.31,120244295994460350,120244295994470350,1400488071021805
3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026,17.64,1.96,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-17.64,120244295994450350,120244295994470350,1400488071021805
Full Relocation Specialist - Proclamation Lead - CIDHB7JDRR | CB7_MovingA2Bedroom | 03-02-2026,62.61,2.16,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-62.61,120244707889080350,120235716942630350,1400488071021805
SC6_MovingLongDistance | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026,16.53,16.53,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.53,120243579426010350,120243579426030350,1400488071021805
SC14_AlmostOverpaid _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 11-16-2025,396.47,2.04,4,99.12,1,396.47,3,132.16,-,0,1,396.47,0,0,0,0,-396.47,120239373156260350,120239373156250350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 11-16-2025,234.70,2.21,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-234.70,120239373156260350,120239373156250350,1400488071021805
Similar Customer Proof - Offer Lead 1 - CIDWNTI0MF | CHK1_SaveUpTo50 | CB1_Savings | 02-15-2026,233.50,2.72,8,29.19,7,33.36,7,33.36,2,116.75,4,58.38,0,0,0,0,-233.50,120244008392690350,120235716942630350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 2-8-2026,12.08,6.04,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-12.08,120243700189310350,120243697019070350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-8-2026,155.50,8.18,7,22.21,4,38.88,0,0,-,0,-,0,0,0,0,0,-155.50,120243700506360350,120243697019070350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-4-2026,13.23,0.21,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-13.23,120243579613250350,120243579613300350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-4-2026,32.89,5.48,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-32.89,120243576756120350,120243576756130350,1400488071021805
Full Relocation Specialist - Offer Lead 1 - CID9F7IPEP | CB7_MovingA2Bedroom | 03-02-2026,63.32,4.22,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-63.32,120244707889080350,120235716942630350,1400488071021805
Done For You - Problem-Solution Lead 5 - CID2V10TCW | CHK1_SaveUpTo50 | CB1_Savings | 03-02-2026,70.58,3.53,2,35.29,2,35.29,1,70.58,-,0,-,0,0,0,0,0,-70.58,120244709231600350,120244709231650350,1400488071021805
Full Relocation Specialist - Offer Lead 2 - CIDN3HR4Q0 | CB7_MovingA2Bedroom | 03-02-2026,19.09,2.73,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-19.09,120244707889080350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026,16.03,4.01,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.03,120244295526900350,120244295527190350,1400488071021805
VHK13_TruckonTime | VB1_NoBody | VV3_SideTruckAnimationV1 | CHK3_StressFreeLongDistance | CB2_StressFree | 12-14-2025,422.97,4.50,6,70.50,4,105.74,1,422.97,-,0,1,422.97,0,0,0,0,-422.97,120241170317330350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 2 - CIDX8UU7FJ | CB7_MovingA2Bedroom | 02-23-2026,8.88,2.22,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-8.88,120244295526900350,120244295527190350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 02-11-2026,761.99,1.35,16,47.62,12,63.50,18,42.33,12,63.50,1,761.99,0,0,0,0,-761.99,120243863684490350,120243863684480350,1400488071021805
3BR Customer Relief - Offer Lead 3 - CIDOQ2J5NF | CB7_MovingA2Bedroom | 02-23-2026,5.44,1.81,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-5.44,120244295994260350,120244295994470350,1400488071021805
VHK9_MovingLongDistance | VB1_NoBody | VV3_SideTruckAnimationV1 | CHK3_StressFreeLongDistance | CB2_StressFree | 12-14-2025,1263.90,4.48,19,66.52,14,90.28,4,315.98,2,631.95,1,1263.90,0,0,0,0,-1263.90,120241170317330350,120235716942630350,1400488071021805
VHK10_MovesStartingAt1597 | VB1_NoBody | VV3_SideTruckAnimationV1 | CHK3_StressFreeLongDistance | CB2_StressFree | 12-14-2025,685.98,3.73,8,85.75,7,98,4,171.50,1,685.98,1,685.98,0,0,0,0,-685.98,120241170317330350,120235716942630350,1400488071021805
SC13_SavedMe _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 2-4-2026,1213.74,5.49,15,80.92,12,101.15,12,101.15,-,0,-,0,1,1213.74,0,0,-1213.74,120243578571860350,120243578571780350,1400488071021805
SC11_FlyingFunny | SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 2-5-2026,498.21,1.72,1,498.21,1,498.21,0,0,-,0,-,0,0,0,0,0,-498.21,120243644099440350,120243644099400350,1400488071021805
Full Relocation Specialist - Offer Lead 3 - CIDWEYL9G9 | CB7_MovingA2Bedroom | 03-02-2026,65.77,1.64,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-65.77,120244707889080350,120235716942630350,1400488071021805
SC5_MovingChecklist | SV7_AppleNote | CHK1_SaveUpTo50 | CB1_Savings | 09-22-2025,141.21,4.28,1,141.21,1,141.21,0,0,-,0,-,0,0,0,0,0,-141.21,120236168195450350,120236168195430350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-30-2025,439.61,2.87,11,39.96,11,39.96,0,0,-,0,-,0,0,0,0,0,-439.61,120236564278200350,120235716942630350,1400488071021805
Full Relocation Specialist - Problem-Solution Lead - CID3FG4R9C | CB7_MovingA2Bedroom | 03-02-2026,136.87,1.65,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-136.87,120244707889080350,120235716942630350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK1_SaveUpTo50 | CB1_Savings | 09-15-2025,175.24,3.98,4,43.81,1,175.24,0,0,-,0,-,0,0,0,0,0,-175.24,120236564277890350,120235716942630350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-30-2025,415.86,3.33,12,34.66,7,59.41,1,415.86,1,415.86,1,415.86,0,0,0,0,-415.86,120236564277890350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-30-2025,304.06,4.41,5,60.81,3,101.35,0,0,-,0,-,0,0,0,0,0,-304.06,120236564277950350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK1_SaveUpTo50 | CB1_Savings | 11-10-2025,522.90,1.58,2,261.45,2,261.45,1,522.90,1,522.90,-,0,0,0,0,0,-522.90,120239080810830350,120239080810890350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 09-30-2025,1067.79,3.95,28,38.14,23,46.43,6,177.97,5,213.56,5,213.56,0,0,0,0,-1067.79,120236564277950350,120235716942630350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-30-2025,744.87,2.93,22,33.86,19,39.20,5,148.97,4,186.22,-,0,0,0,0,0,-744.87,120236564278200350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 3 - CIDOCC5C16 | CB7_MovingA2Bedroom | 02-23-2026,13.59,2.72,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-13.59,120244295526900350,120244295527190350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK24_BeforeVAM | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,112.09,7.47,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-112.09,120244621375000350,120244621144460350,1400488071021805
3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026,7.62,0.85,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-7.62,120244295526900350,120244295527190350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-8-2026,404.44,8.43,4,101.11,4,101.11,0,0,-,0,-,0,0,0,0,0,-404.44,120243700189310350,120243697019070350,1400488071021805
3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026,1.66,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.66,120244295565840350,120244295527190350,1400488071021805
3BR Owner Stories - Offer Lead 6 - CIDL9E8ZPK | CB7_MovingA2Bedroom | 02-23-2026,7.83,1.57,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-7.83,120244295526900350,120244295527190350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 1-29-2026,358.57,0.95,3,119.52,2,179.29,8,44.82,-,0,-,0,0,0,0,0,-358.57,120243382507710350,120243382507680350,1400488071021805
SC7_CheckThis | SV11_TwitterStyleLight | CHK2_StartingAt1597 | CB1_Savings | 1-29-2026,229.75,0.91,9,25.53,1,229.75,4,57.44,-,0,-,0,0,0,0,0,-229.75,120243382507710350,120243382507680350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 1-29-2026,36.12,0.36,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-36.12,120243382507710350,120243382507680350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK2_StartingAt1597 | CB3_CostSavings | 1-29-2026,145.77,0.90,1,145.77,0,0,0,0,-,0,-,0,0,0,0,0,-145.77,120243382507710350,120243382507680350,1400488071021805
Related Media | SC11_FlyingFunny | SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 01-29-2026,479.51,0.47,6,79.92,5,95.90,3,159.84,2,239.76,-,0,0,0,0,0,-479.51,120243382507710350,120243382507680350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 02-15-2026,499.53,3.96,4,124.88,3,166.51,1,499.53,-,0,-,0,0,0,0,0,-499.53,120244007879860350,120244007879920350,1400488071021805
3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026,5.67,1.89,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-5.67,120244295994260350,120244295994470350,1400488071021805
Moving Cost Clarity - Offer Lead 8 - CID6CV702P | CB7_MovingA2Bedroom | 02-26-2026,234.73,6.71,1,234.73,1,234.73,1,234.73,1,234.73,-,0,0,0,0,0,-234.73,120244614680650350,120235716942630350,1400488071021805
SC12_FinalCheck _ SV8_Gmail_White | CHK2_StartingAt1597 | CB1_Savings | 10-14-2025,19.37,9.69,1,19.37,1,19.37,0,0,-,0,-,0,0,0,0,0,-19.37,120237330845510350,120235716942630350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK3_StressFreeLongDistance | CB2_StressFree | 09-30-2025,546.52,3.64,12,45.54,8,68.32,2,273.26,2,273.26,1,546.52,0,0,0,0,-546.52,120236564277890350,120235716942630350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_Dark | CHK2_StartingAt1597 | CB1_Savings | 10-14-2025,360.20,1.35,5,72.04,5,72.04,0,0,-,0,-,0,0,0,0,0,-360.20,120237329231720350,120235716942630350,1400488071021805
SC10_Saved2k | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 09-30-2025,517.78,3.89,15,34.52,13,39.83,3,172.59,2,258.89,1,517.78,0,0,0,0,-517.78,120236564277890350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 10 - CID9STT0TQ | CB7_MovingA2Bedroom | 02-23-2026,180.99,1.18,3,60.33,3,60.33,1,180.99,-,0,-,0,0,0,0,0,-180.99,120244292141040350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK15_FullServiceMoves | CB8_BeforeYouBook | 2-2-2026,196.97,5.79,8,24.62,6,32.83,3,65.66,1,196.97,-,0,0,0,0,0,-196.97,120243434016590350,120235716942630350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 2-4-2026,34.67,0.43,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-34.67,120243579613250350,120243579613300350,1400488071021805
VHK9_MovingLongDistance | VB1_NoBody | VV4_SideTruckAnimationV2White | CHK3_StressFreeLongDistance | CB2_StressFree | 11-18-2025,180.77,2.55,2,90.39,2,90.39,1,180.77,1,180.77,-,0,0,0,0,0,-180.77,120239557321880350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 9 - CIDRPFL60W | CB7_MovingA2Bedroom | 02-23-2026,19.99,2.22,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-19.99,120244295519780350,120244295519740350,1400488071021805
VHK12_ProtectedTruck | VB1_NoBody | VV4_SideTruckAnimationV2White | CHK3_StressFreeLongDistance | CB2_StressFree | 11-18-2025,331.98,7.06,1,331.98,0,0,0,0,-,0,-,0,0,0,0,0,-331.98,120239557321880350,120235716942630350,1400488071021805
VHK11_TruckInsured | VB1_NoBody | VV4_SideTruckAnimationV2White | CHK3_StressFreeLongDistance | CB2_StressFree | 11-18-2025,135.48,7.53,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-135.48,120239557321880350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK4_WeGotYouCovered | CB2_StressFree | 09-15-2025,3.87,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-3.87,120238198718190350,120238198716820350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,0.18,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-0.18,120238198718190350,120238198716820350,1400488071021805
3BR Owner Stories - Offer Lead 7 - CIDND82MRP | CB7_MovingA2Bedroom | 02-23-2026,57.96,2.07,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-57.96,120244288534710350,120235716942630350,1400488071021805
3BR Customer Relief - Offer Lead 4 - CIDYRPATLC | CB7_MovingA2Bedroom | 02-23-2026,35.37,0.67,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-35.37,120244304936690350,120244304936700350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK8_SaveOnNationwide | CB5_LongDistanceMoves | 02-15-2026,136.47,1.23,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-136.47,120244007879860350,120244007879920350,1400488071021805
Done For You - Problem-Solution Lead 1 - CIDYHXHG5C | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026,37.11,0.31,1,37.11,1,37.11,1,37.11,-,0,-,0,0,0,0,0,-37.11,120244123638720350,120235716942630350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-8-2026,81.66,1,1,81.66,1,81.66,0,0,-,0,-,0,0,0,0,0,-81.66,120244292001600350,120243697019070350,1400488071021805
VHK10_MovesStartingAt1597 | VB1_NoBody | VV4_SideTruckAnimationV2White | CHK3_StressFreeLongDistance | CB2_StressFree | 11-18-2025,637,6.01,7,91,4,159.25,0,0,-,0,-,0,0,0,0,0,-637,120239557321880350,120235716942630350,1400488071021805
VHK13_TruckonTime | VB1_NoBody | VV4_SideTruckAnimationV2White | CHK3_StressFreeLongDistance | CB2_StressFree | 11-18-2025,463.50,9.09,5,92.70,4,115.88,2,231.75,-,0,1,463.50,0,0,0,0,-463.50,120239557321880350,120235716942630350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-8-2026,649.49,8.33,8,81.19,7,92.78,1,649.49,-,0,-,0,0,0,0,0,-649.49,120244292001600350,120243697019070350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK1_SaveUpTo50 | CB3_CostSavings | 09-15-2025,8.75,2.92,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-8.75,120238198718190350,120238198716820350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK7_CrossCountry | CB5_LongDistanceMoves | 2-2-2026,128.78,8.59,4,32.20,3,42.93,5,25.76,-,0,-,0,0,0,0,0,-128.78,120243426340970350,120235716942630350,1400488071021805
SC8_Dodged4kBill | SV8_Gmail | CHK23_IWasAbout | CB10_3BR-SOCIALPROOFANGLE | 02-26-2026,73.81,3.21,2,36.91,2,36.91,0,0,-,0,-,0,0,0,0,0,-73.81,120244621374850350,120244621144460350,1400488071021805
3BR Customer Relief - Offer Lead 7 - CIDA7W1DSK | CB7_MovingA2Bedroom | 02-23-2026,7.46,7.46,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-7.46,120244295994460350,120244295994470350,1400488071021805
3BR Owner Stories - Offer Lead 5 - CIDVLEWHZW | CB7_MovingA2Bedroom | 02-23-2026,1.29,1.29,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.29,120244295527000350,120244295527190350,1400488071021805
3BR Customer Relief - Offer Lead 2 - CIDUX2WTW0 | CB7_MovingA2Bedroom | 02-23-2026,23.52,0.49,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-23.52,120244304936690350,120244304936700350,1400488071021805
SC11_FlyingFunny _ SV8_Gmail_White | CHK4_WeGotYouCovered | CB2_StressFree | 2-4-2026,31.10,0.36,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-31.10,120243579613250350,120243579613300350,1400488071021805
3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026,1.55,0.78,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.55,120244295565840350,120244295527190350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 1-25-2026,11.86,11.86,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-11.86,120243177643490350,120243177643310350,1400488071021805
3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026,1.63,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.63,120244295527000350,120244295527190350,1400488071021805
Visual Move Proof - Offer Lead 1 - CID9MFVST3 | CHK1_SaveUpTo50 | CB1_Savings | 02-17-2026,45.40,1.89,1,45.40,1,45.40,0,0,-,0,-,0,0,0,0,0,-45.40,120244123930120350,120235716942630350,1400488071021805
VHK19_Iassumed | VB5_BiggestWorry | VV7_UGC_CostAngle1_WhiteWoman | CHK3_StressFreeLongDistance | CB2_StressFree | 1-21-2026,120.92,1.16,4,30.23,4,30.23,2,60.46,2,60.46,1,120.92,0,0,0,0,-120.92,120243092394970350,120235716942630350,1400488071021805
3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026,16.30,1.81,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-16.30,120244295526900350,120244295527190350,1400488071021805
3BR Owner Stories - Offer Lead 8 - CID31QDI0T | CB7_MovingA2Bedroom | 02-23-2026,1.72,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.72,120244295526920350,120244295527190350,1400488071021805
SV14_PricingMapTruck | Carousel | CHK6_CheckRate | CB3_CostSavings | 2-8-2026,105.98,8.83,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-105.98,120243805478690350,120243805478550350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 02-15-2026,62.40,15.60,1,62.40,1,62.40,0,0,-,0,-,0,0,0,0,0,-62.40,120244005869950350,120244005869910350,1400488071021805
3BR Owner Stories - Offer Lead 9 - CIDUF6LRV7 | CB7_MovingA2Bedroom | 02-23-2026,0.55,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-0.55,120244295565840350,120244295527190350,1400488071021805
SC7_CheckThis | SV8_Gmail | CHK2_StartingAt1597 | CB1_Savings | 09-15-2025,0.16,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-0.16,120238198717900350,120238198716820350,1400488071021805
SC4_CityPrices | SV6_TruckFreeway | CHK1_SaveUpTo50 | CB3_CostSavings | 02-11-2026,369.64,1.16,4,92.41,4,92.41,4,92.41,3,123.21,-,0,0,0,0,0,-369.64,120243863684490350,120243863684480350,1400488071021805
3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026,1.08,1.08,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.08,120244295527000350,120244295527190350,1400488071021805
3BR Owner Stories - Offer Lead 10 - CID4C22FWG | CB7_MovingA2Bedroom | 02-23-2026,1.55,1.55,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-1.55,120244295565840350,120244295527190350,1400488071021805
Done For You - Problem-Solution Lead 9 - CIDE5XBSEZ | CB7_MovingA2Bedroom | 02-23-2026,23.21,7.74,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-23.21,120244296367890350,120244296367860350,1400488071021805
3BR Owner Stories - Offer Lead 1 - CIDOKLX6QA | CB7_MovingA2Bedroom | 02-23-2026,103.89,2.42,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-103.89,120244288534710350,120235716942630350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK19_MovingA34Bedroom | CB9_3BR-POSITIONINGANGLE | 02-26-2026,141.65,7.87,1,141.65,1,141.65,1,141.65,1,141.65,-,0,0,0,0,0,-141.65,120244621144520350,120244621144460350,1400488071021805
SC9_AlmostPaidDouble | SV8_Gmail | CHK2_StartingAt1597 | CB3_CostSavings | 2-5-2026,66.05,0.85,1,66.05,1,66.05,0,0,-,0,-,0,0,0,0,0,-66.05,120243644099440350,120243644099400350,1400488071021805
SC1_LongDistance1597 | SV3_TruckBack | CHK2_StartingAt1597 | CB3_CostSavings | 09-15-2025,0.14,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-0.14,120238198717930350,120238198716820350,1400488071021805
3BR Owner Stories - Offer Lead 4 - CIDTL4T5XA | CB7_MovingA2Bedroom | 02-23-2026,0.50,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,-0.50,120244295526920350,120244295527190350,1400488071021805
